Image,BoundingBoxes,Labels
maksssksksss300.png,"[{""height"":113,""label"":""Face"",""left"":82,""top"":159,""width"":98}]","[""Wearing Mask Correctly""]"
maksssksksss301.png,"[{""height"":29,""label"":""Face"",""left"":146,""top"":43,""width"":28},{""height"":25,""label"":""Face"",""left"":205,""top"":77,""width"":23},{""height"":49,""label"":""Face"",""left"":90,""top"":176,""width"":53},{""height"":29,""label"":""Face"",""left"":191,""top"":196,""width"":49},{""height"":24,""label"":""Face"",""left"":325,""top"":34,""width"":23},{""height"":23,""label"":""Face"",""left"":246,""top"":24,""width"":26},{""height"":29,""label"":""Face"",""left"":279,""top"":22,""width"":24},{""height"":29,""label"":""Face"",""left"":193,""top"":43,""width"":26},{""height"":17,""label"":""Face"",""left"":207,""top"":3,""width"":10},{""height"":19,""label"":""Face"",""left"":155,""top"":11,""width"":18},{""height"":14,""label"":""Face"",""left"":103,""top"":1,""width"":12},{""height"":17,""label"":""Face"",""left"":55,""top"":12,""width"":18},{""height"":15,""label"":""Face"",""left"":11,""top"":21,""width"":20},{""height"":14,""label"":""Face"",""left"":77,""top"":6,""width"":12},{""height"":18,""label"":""Face"",""left"":308,""top"":1,""width"":16},{""height"":18,""label"":""Face"",""left"":85,""top"":19,""width"":15}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss302.png,"[{""height"":45,""label"":""Face"",""left"":199,""top"":124,""width"":43},{""height"":56,""label"":""Face"",""left"":149,""top"":28,""width"":41},{""height"":17,""label"":""Face"",""left"":266,""top"":52,""width"":12}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss303.png,"[{""height"":15,""label"":""Face"",""left"":92,""top"":66,""width"":18},{""height"":18,""label"":""Face"",""left"":239,""top"":40,""width"":17}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss304.png,"[{""height"":42,""label"":""Face"",""left"":202,""top"":61,""width"":44},{""height"":35,""label"":""Face"",""left"":190,""top"":115,""width"":34}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss305.png,"[{""height"":15,""label"":""Face"",""left"":207,""top"":120,""width"":16},{""height"":13,""label"":""Face"",""left"":306,""top"":139,""width"":15},{""height"":14,""label"":""Face"",""left"":343,""top"":141,""width"":16},{""height"":13,""label"":""Face"",""left"":280,""top"":128,""width"":15},{""height"":12,""label"":""Face"",""left"":256,""top"":118,""width"":14},{""height"":15,""label"":""Face"",""left"":182,""top"":118,""width"":13},{""height"":14,""label"":""Face"",""left"":139,""top"":116,""width"":16},{""height"":12,""label"":""Face"",""left"":171,""top"":113,""width"":13},{""height"":15,""label"":""Face"",""left"":72,""top"":114,""width"":17},{""height"":15,""label"":""Face"",""left"":107,""top"":114,""width"":13},{""height"":14,""label"":""Face"",""left"":94,""top"":161,""width"":13},{""height"":15,""label"":""Face"",""left"":239,""top"":122,""width"":16},{""height"":9,""label"":""Face"",""left"":25,""top"":128,""width"":8},{""height"":8,""label"":""Face"",""left"":333,""top"":134,""width"":9}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Incorrectly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss306.png,"[{""height"":140,""label"":""Face"",""left"":143,""top"":181,""width"":111}]","[""Wearing Mask Correctly""]"
maksssksksss307.png,"[{""height"":98,""label"":""Face"",""left"":3,""top"":65,""width"":93},{""height"":112,""label"":""Face"",""left"":146,""top"":28,""width"":103},{""height"":45,""label"":""Face"",""left"":287,""top"":180,""width"":56}]","[""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss308.png,"[{""height"":20,""label"":""Face"",""left"":209,""top"":64,""width"":23},{""height"":24,""label"":""Face"",""left"":238,""top"":53,""width"":23},{""height"":19,""label"":""Face"",""left"":270,""top"":77,""width"":16}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss309.png,"[{""height"":64,""label"":""Face"",""left"":109,""top"":50,""width"":63}]","[""Wearing Mask Incorrectly""]"
maksssksksss31.png,"[{""height"":75,""label"":""Face"",""left"":209,""top"":90,""width"":69},{""height"":75,""label"":""Face"",""left"":144,""top"":60,""width"":58}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss310.png,"[{""height"":27,""label"":""Face"",""left"":21,""top"":32,""width"":23},{""height"":23,""label"":""Face"",""left"":63,""top"":37,""width"":22},{""height"":22,""label"":""Face"",""left"":228,""top"":28,""width"":20},{""height"":22,""label"":""Face"",""left"":248,""top"":78,""width"":20},{""height"":19,""label"":""Face"",""left"":333,""top"":51,""width"":15},{""height"":9,""label"":""Face"",""left"":388,""top"":63,""width"":8}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss311.png,"[{""height"":54,""label"":""Face"",""left"":176,""top"":38,""width"":46},{""height"":27,""label"":""Face"",""left"":222,""top"":57,""width"":30},{""height"":25,""label"":""Face"",""left"":300,""top"":32,""width"":26},{""height"":27,""label"":""Face"",""left"":31,""top"":34,""width"":32},{""height"":21,""label"":""Face"",""left"":77,""top"":47,""width"":30}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss312.png,"[{""height"":25,""label"":""Face"",""left"":49,""top"":124,""width"":23},{""height"":25,""label"":""Face"",""left"":157,""top"":169,""width"":25},{""height"":28,""label"":""Face"",""left"":188,""top"":112,""width"":29}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss313.png,"[{""height"":218,""label"":""Face"",""left"":143,""top"":39,""width"":166}]","[""Wearing Mask Correctly""]"
maksssksksss314.png,"[{""height"":56,""label"":""Face"",""left"":1,""top"":33,""width"":37},{""height"":45,""label"":""Face"",""left"":59,""top"":38,""width"":34},{""height"":41,""label"":""Face"",""left"":169,""top"":61,""width"":32},{""height"":38,""label"":""Face"",""left"":348,""top"":57,""width"":32},{""height"":18,""label"":""Face"",""left"":214,""top"":112,""width"":22},{""height"":19,""label"":""Face"",""left"":301,""top"":133,""width"":19},{""height"":23,""label"":""Face"",""left"":325,""top"":133,""width"":21},{""height"":19,""label"":""Face"",""left"":251,""top"":137,""width"":21},{""height"":20,""label"":""Face"",""left"":236,""top"":125,""width"":19}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss315.png,"[{""height"":63,""label"":""Face"",""left"":124,""top"":110,""width"":60},{""height"":46,""label"":""Face"",""left"":272,""top"":117,""width"":48}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss316.png,"[{""height"":31,""label"":""Face"",""left"":157,""top"":82,""width"":22},{""height"":40,""label"":""Face"",""left"":91,""top"":38,""width"":42},{""height"":42,""label"":""Face"",""left"":241,""top"":63,""width"":40},{""height"":43,""label"":""Face"",""left"":312,""top"":67,""width"":20}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss317.png,"[{""height"":121,""label"":""Face"",""left"":67,""top"":53,""width"":97},{""height"":44,""label"":""Face"",""left"":283,""top"":25,""width"":43}]","[""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss318.png,"[{""height"":29,""label"":""Face"",""left"":315,""top"":59,""width"":22},{""height"":28,""label"":""Face"",""left"":212,""top"":52,""width"":28},{""height"":27,""label"":""Face"",""left"":136,""top"":59,""width"":23},{""height"":17,""label"":""Face"",""left"":50,""top"":82,""width"":16},{""height"":16,""label"":""Face"",""left"":96,""top"":55,""width"":11},{""height"":15,""label"":""Face"",""left"":32,""top"":61,""width"":15},{""height"":12,""label"":""Face"",""left"":172,""top"":77,""width"":12}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss319.png,"[{""height"":10,""label"":""Face"",""left"":68,""top"":67,""width"":8},{""height"":13,""label"":""Face"",""left"":109,""top"":68,""width"":10},{""height"":13,""label"":""Face"",""left"":131,""top"":66,""width"":12},{""height"":17,""label"":""Face"",""left"":148,""top"":75,""width"":16},{""height"":22,""label"":""Face"",""left"":182,""top"":60,""width"":18},{""height"":13,""label"":""Face"",""left"":193,""top"":70,""width"":7},{""height"":19,""label"":""Face"",""left"":209,""top"":68,""width"":16},{""height"":11,""label"":""Face"",""left"":226,""top"":80,""width"":8},{""height"":16,""label"":""Face"",""left"":234,""top"":79,""width"":15},{""height"":17,""label"":""Face"",""left"":285,""top"":82,""width"":17},{""height"":19,""label"":""Face"",""left"":367,""top"":66,""width"":6}]","[""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss32.png,"[{""height"":24,""label"":""Face"",""left"":177,""top"":46,""width"":23},{""height"":28,""label"":""Face"",""left"":305,""top"":32,""width"":33}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss320.png,"[{""height"":13,""label"":""Face"",""left"":20,""top"":51,""width"":10},{""height"":23,""label"":""Face"",""left"":107,""top"":21,""width"":19},{""height"":19,""label"":""Face"",""left"":185,""top"":89,""width"":16},{""height"":26,""label"":""Face"",""left"":335,""top"":10,""width"":22}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss321.png,"[{""height"":63,""label"":""Face"",""left"":170,""top"":82,""width"":42},{""height"":81,""label"":""Face"",""left"":215,""top"":70,""width"":66}]","[""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss322.png,"[{""height"":153,""label"":""Face"",""left"":60,""top"":100,""width"":126}]","[""Wearing Mask Correctly""]"
maksssksksss323.png,"[{""height"":89,""label"":""Face"",""left"":322,""top"":257,""width"":46}]","[""Wearing Mask Correctly""]"
maksssksksss324.png,"[{""height"":154,""label"":""Face"",""left"":90,""top"":123,""width"":134}]","[""Wearing Mask Correctly""]"
maksssksksss325.png,"[{""height"":33,""label"":""Face"",""left"":177,""top"":58,""width"":31},{""height"":17,""label"":""Face"",""left"":26,""top"":113,""width"":18},{""height"":13,""label"":""Face"",""left"":57,""top"":130,""width"":15},{""height"":14,""label"":""Face"",""left"":117,""top"":133,""width"":12},{""height"":12,""label"":""Face"",""left"":89,""top"":138,""width"":9},{""height"":11,""label"":""Face"",""left"":102,""top"":147,""width"":10},{""height"":12,""label"":""Face"",""left"":250,""top"":138,""width"":11},{""height"":10,""label"":""Face"",""left"":246,""top"":172,""width"":8},{""height"":20,""label"":""Face"",""left"":302,""top"":101,""width"":15},{""height"":19,""label"":""Face"",""left"":333,""top"":108,""width"":14},{""height"":33,""label"":""Face"",""left"":359,""top"":66,""width"":24}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss326.png,"[{""height"":75,""label"":""Face"",""left"":164,""top"":77,""width"":66},{""height"":67,""label"":""Face"",""left"":192,""top"":116,""width"":84}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss327.png,"[{""height"":50,""label"":""Face"",""left"":18,""top"":84,""width"":46},{""height"":46,""label"":""Face"",""left"":18,""top"":200,""width"":51},{""height"":27,""label"":""Face"",""left"":112,""top"":46,""width"":37},{""height"":49,""label"":""Face"",""left"":237,""top"":137,""width"":53},{""height"":49,""label"":""Face"",""left"":278,""top"":17,""width"":44},{""height"":42,""label"":""Face"",""left"":342,""top"":98,""width"":43},{""height"":36,""label"":""Face"",""left"":346,""top"":218,""width"":47}]","[""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Not Wearing Mask"", ""Not Wearing Mask""]"
maksssksksss328.png,"[{""height"":131,""label"":""Face"",""left"":82,""top"":139,""width"":105}]","[""Wearing Mask Correctly""]"
maksssksksss329.png,"[{""height"":56,""label"":""Face"",""left"":44,""top"":25,""width"":51},{""height"":37,""label"":""Face"",""left"":50,""top"":121,""width"":39},{""height"":50,""label"":""Face"",""left"":41,""top"":210,""width"":47},{""height"":56,""label"":""Face"",""left"":176,""top"":29,""width"":52},{""height"":46,""label"":""Face"",""left"":175,""top"":123,""width"":50},{""height"":47,""label"":""Face"",""left"":177,""top"":212,""width"":50},{""height"":53,""label"":""Face"",""left"":312,""top"":28,""width"":48},{""height"":51,""label"":""Face"",""left"":302,""top"":118,""width"":44},{""height"":82,""label"":""Face"",""left"":288,""top"":182,""width"":80}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss33.png,"[{""height"":28,""label"":""Face"",""left"":114,""top"":47,""width"":29}]","[""Wearing Mask Correctly""]"
maksssksksss330.png,"[{""height"":28,""label"":""Face"",""left"":24,""top"":79,""width"":32},{""height"":35,""label"":""Face"",""left"":92,""top"":44,""width"":33},{""height"":35,""label"":""Face"",""left"":166,""top"":65,""width"":37},{""height"":59,""label"":""Face"",""left"":284,""top"":39,""width"":59}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss331.png,"[{""height"":24,""label"":""Face"",""left"":25,""top"":69,""width"":23},{""height"":19,""label"":""Face"",""left"":88,""top"":87,""width"":19},{""height"":23,""label"":""Face"",""left"":128,""top"":61,""width"":21},{""height"":52,""label"":""Face"",""left"":127,""top"":157,""width"":41},{""height"":35,""label"":""Face"",""left"":147,""top"":110,""width"":34},{""height"":16,""label"":""Face"",""left"":208,""top"":61,""width"":12},{""height"":41,""label"":""Face"",""left"":229,""top"":96,""width"":36},{""height"":19,""label"":""Face"",""left"":263,""top"":46,""width"":14},{""height"":20,""label"":""Face"",""left"":270,""top"":72,""width"":18},{""height"":25,""label"":""Face"",""left"":298,""top"":108,""width"":23},{""height"":21,""label"":""Face"",""left"":308,""top"":65,""width"":20},{""height"":44,""label"":""Face"",""left"":334,""top"":119,""width"":47},{""height"":16,""label"":""Face"",""left"":365,""top"":49,""width"":15},{""height"":18,""label"":""Face"",""left"":342,""top"":49,""width"":16},{""height"":31,""label"":""Face"",""left"":1,""top"":148,""width"":22}]","[""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Incorrectly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss332.png,"[{""height"":106,""label"":""Face"",""left"":62,""top"":213,""width"":104}]","[""Wearing Mask Correctly""]"
maksssksksss333.png,"[{""height"":127,""label"":""Face"",""left"":76,""top"":203,""width"":105}]","[""Wearing Mask Correctly""]"
maksssksksss334.png,"[{""height"":53,""label"":""Face"",""left"":96,""top"":74,""width"":40},{""height"":46,""label"":""Face"",""left"":193,""top"":100,""width"":41},{""height"":46,""label"":""Face"",""left"":259,""top"":105,""width"":46},{""height"":38,""label"":""Face"",""left"":334,""top"":106,""width"":33}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss335.png,"[{""height"":140,""label"":""Face"",""left"":12,""top"":153,""width"":113}]","[""Wearing Mask Correctly""]"
maksssksksss336.png,"[{""height"":9,""label"":""Face"",""left"":101,""top"":73,""width"":7},{""height"":16,""label"":""Face"",""left"":123,""top"":67,""width"":20},{""height"":8,""label"":""Face"",""left"":178,""top"":64,""width"":7},{""height"":14,""label"":""Face"",""left"":167,""top"":114,""width"":16},{""height"":16,""label"":""Face"",""left"":225,""top"":60,""width"":15},{""height"":17,""label"":""Face"",""left"":261,""top"":65,""width"":16},{""height"":17,""label"":""Face"",""left"":282,""top"":75,""width"":13},{""height"":36,""label"":""Face"",""left"":330,""top"":20,""width"":32}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly""]"
maksssksksss337.png,"[{""height"":38,""label"":""Face"",""left"":115,""top"":32,""width"":30}]","[""Wearing Mask Correctly""]"
maksssksksss338.png,"[{""height"":38,""label"":""Face"",""left"":48,""top"":33,""width"":33},{""height"":22,""label"":""Face"",""left"":158,""top"":86,""width"":24},{""height"":31,""label"":""Face"",""left"":203,""top"":51,""width"":25},{""height"":30,""label"":""Face"",""left"":298,""top"":34,""width"":27},{""height"":28,""label"":""Face"",""left"":38,""top"":200,""width"":18}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss339.png,"[{""height"":93,""label"":""Face"",""left"":89,""top"":210,""width"":91}]","[""Wearing Mask Correctly""]"
maksssksksss34.png,"[{""height"":14,""label"":""Face"",""left"":63,""top"":99,""width"":12},{""height"":16,""label"":""Face"",""left"":102,""top"":79,""width"":15},{""height"":15,""label"":""Face"",""left"":142,""top"":84,""width"":13},{""height"":10,""label"":""Face"",""left"":129,""top"":92,""width"":13},{""height"":16,""label"":""Face"",""left"":195,""top"":79,""width"":14},{""height"":17,""label"":""Face"",""left"":213,""top"":86,""width"":15},{""height"":15,""label"":""Face"",""left"":245,""top"":71,""width"":15},{""height"":13,""label"":""Face"",""left"":299,""top"":91,""width"":13}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss340.png,"[{""height"":54,""label"":""Face"",""left"":59,""top"":1,""width"":46},{""height"":57,""label"":""Face"",""left"":133,""top"":83,""width"":62},{""height"":62,""label"":""Face"",""left"":243,""top"":85,""width"":65},{""height"":89,""label"":""Face"",""left"":458,""top"":68,""width"":69}]","[""Wearing Mask Correctly"", ""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss341.png,"[{""height"":121,""label"":""Face"",""left"":67,""top"":197,""width"":93}]","[""Wearing Mask Correctly""]"
maksssksksss342.png,"[{""height"":28,""label"":""Face"",""left"":28,""top"":53,""width"":26},{""height"":18,""label"":""Face"",""left"":86,""top"":46,""width"":17},{""height"":13,""label"":""Face"",""left"":103,""top"":49,""width"":13},{""height"":16,""label"":""Face"",""left"":130,""top"":42,""width"":14},{""height"":27,""label"":""Face"",""left"":72,""top"":93,""width"":27},{""height"":42,""label"":""Face"",""left"":106,""top"":116,""width"":39},{""height"":12,""label"":""Face"",""left"":152,""top"":48,""width"":10},{""height"":14,""label"":""Face"",""left"":160,""top"":56,""width"":13},{""height"":27,""label"":""Face"",""left"":184,""top"":64,""width"":19},{""height"":19,""label"":""Face"",""left"":213,""top"":47,""width"":13},{""height"":35,""label"":""Face"",""left"":252,""top"":95,""width"":35},{""height"":63,""label"":""Face"",""left"":320,""top"":192,""width"":65},{""height"":23,""label"":""Face"",""left"":297,""top"":62,""width"":23}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss343.png,"[{""height"":153,""label"":""Face"",""left"":85,""top"":131,""width"":147}]","[""Not Wearing Mask""]"
maksssksksss344.png,"[{""height"":10,""label"":""Face"",""left"":80,""top"":40,""width"":10},{""height"":13,""label"":""Face"",""left"":96,""top"":14,""width"":14},{""height"":25,""label"":""Face"",""left"":236,""top"":25,""width"":25},{""height"":21,""label"":""Face"",""left"":318,""top"":94,""width"":24}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss345.png,"[{""height"":32,""label"":""Face"",""left"":186,""top"":110,""width"":32},{""height"":27,""label"":""Face"",""left"":148,""top"":109,""width"":34}]","[""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss346.png,"[{""height"":90,""label"":""Face"",""left"":54,""top"":18,""width"":87},{""height"":132,""label"":""Face"",""left"":272,""top"":26,""width"":114},{""height"":71,""label"":""Face"",""left"":100,""top"":254,""width"":49},{""height"":103,""label"":""Face"",""left"":246,""top"":251,""width"":103}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss347.png,"[{""height"":51,""label"":""Face"",""left"":8,""top"":147,""width"":49},{""height"":66,""label"":""Face"",""left"":102,""top"":90,""width"":73},{""height"":105,""label"":""Face"",""left"":211,""top"":128,""width"":56}]","[""Not Wearing Mask"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss348.png,"[{""height"":115,""label"":""Face"",""left"":86,""top"":189,""width"":102}]","[""Not Wearing Mask""]"
maksssksksss349.png,"[{""height"":109,""label"":""Face"",""left"":156,""top"":54,""width"":98},{""height"":53,""label"":""Face"",""left"":35,""top"":170,""width"":55},{""height"":79,""label"":""Face"",""left"":234,""top"":17,""width"":60}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss35.png,"[{""height"":79,""label"":""Face"",""left"":132,""top"":44,""width"":76},{""height"":47,""label"":""Face"",""left"":330,""top"":67,""width"":45}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss350.png,"[{""height"":22,""label"":""Face"",""left"":112,""top"":64,""width"":21},{""height"":26,""label"":""Face"",""left"":271,""top"":32,""width"":27}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss351.png,"[{""height"":128,""label"":""Face"",""left"":143,""top"":67,""width"":114}]","[""Wearing Mask Correctly""]"
maksssksksss352.png,"[{""height"":42,""label"":""Face"",""left"":144,""top"":68,""width"":46},{""height"":43,""label"":""Face"",""left"":48,""top"":90,""width"":43}]","[""Wearing Mask Correctly"", ""Not Wearing Mask""]"
maksssksksss353.png,"[{""height"":41,""label"":""Face"",""left"":227,""top"":70,""width"":38}]","[""Wearing Mask Correctly""]"
maksssksksss354.png,"[{""height"":32,""label"":""Face"",""left"":4,""top"":162,""width"":29},{""height"":17,""label"":""Face"",""left"":27,""top"":121,""width"":14},{""height"":12,""label"":""Face"",""left"":43,""top"":113,""width"":9},{""height"":13,""label"":""Face"",""left"":72,""top"":123,""width"":14},{""height"":13,""label"":""Face"",""left"":89,""top"":103,""width"":10},{""height"":9,""label"":""Face"",""left"":65,""top"":101,""width"":8},{""height"":50,""label"":""Face"",""left"":94,""top"":135,""width"":42},{""height"":9,""label"":""Face"",""left"":157,""top"":113,""width"":9},{""height"":8,""label"":""Face"",""left"":112,""top"":103,""width"":8},{""height"":16,""label"":""Face"",""left"":170,""top"":129,""width"":15},{""height"":26,""label"":""Face"",""left"":206,""top"":121,""width"":23},{""height"":9,""label"":""Face"",""left"":194,""top"":114,""width"":6},{""height"":6,""label"":""Face"",""left"":176,""top"":113,""width"":7},{""height"":10,""label"":""Face"",""left"":229,""top"":102,""width"":10},{""height"":8,""label"":""Face"",""left"":276,""top"":115,""width"":10},{""height"":10,""label"":""Face"",""left"":295,""top"":129,""width"":9},{""height"":20,""label"":""Face"",""left"":321,""top"":125,""width"":19},{""height"":10,""label"":""Face"",""left"":353,""top"":116,""width"":8},{""height"":19,""label"":""Face"",""left"":392,""top"":131,""width"":8},{""height"":5,""label"":""Face"",""left"":263,""top"":109,""width"":4},{""height"":6,""label"":""Face"",""left"":278,""top"":101,""width"":6},{""height"":5,""label"":""Face"",""left"":290,""top"":107,""width"":5},{""height"":10,""label"":""Face"",""left"":307,""top"":116,""width"":8},{""height"":10,""label"":""Face"",""left"":381,""top"":113,""width"":8},{""height"":6,""label"":""Face"",""left"":392,""top"":109,""width"":4}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
maksssksksss355.png,"[{""height"":107,""label"":""Face"",""left"":103,""top"":231,""width"":78}]","[""Wearing Mask Correctly""]"
maksssksksss356.png,"[{""height"":124,""label"":""Face"",""left"":113,""top"":178,""width"":105}]","[""Wearing Mask Correctly""]"
maksssksksss357.png,"[{""height"":50,""label"":""Face"",""left"":219,""top"":35,""width"":44}]","[""Wearing Mask Correctly""]"
maksssksksss358.png,"[{""height"":42,""label"":""Face"",""left"":91,""top"":64,""width"":35},{""height"":44,""label"":""Face"",""left"":179,""top"":65,""width"":42},{""height"":33,""label"":""Face"",""left"":268,""top"":82,""width"":32},{""height"":39,""label"":""Face"",""left"":300,""top"":86,""width"":41}]","[""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly"", ""Wearing Mask Correctly""]"
